Ind_ID,GENDER,Car_Owner,Propert_Owner,CHILDREN,Annual_income,EDUCATION,Birthday_count,Employed_days,Mobile_phone,Work_Phone,Phone,EMAIL_ID,Family_Members,label,Pensioner,State servant,Working,Married,Separated,Single / not married,Widow,House / apartment,Municipal apartment,Office apartment,Rented apartment,With parents,Cleaning staff,Cooking staff,Core staff,Drivers,HR staff,High skill tech staff,IT staff,Laborers,Low-skill Laborers,Managers,Medicine staff,Private service staff,Realty agents,Sales staff,Secretaries,Security staff,Waiters/barmen staff
5008827,0,1,1,0,424.26406871192853,3,-18772.0,365243,1,0,0,0,1.4142135623730951,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5009744,1,1,0,0,561.2486080160912,3,-13557.0,-586,1,1,1,0,1.4142135623730951,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5009746,1,1,0,0,561.2486080160912,3,-16040.342070773264,-586,1,1,1,0,1.4142135623730951,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5009749,1,1,0,0,437.49208704787816,3,-13557.0,-586,1,1,1,0,1.4142135623730951,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5009752,1,1,0,0,561.2486080160912,3,-13557.0,-586,1,1,1,0,1.4142135623730951,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5009753,1,1,0,0,561.2486080160912,3,-13557.0,-586,1,1,1,0,1.4142135623730951,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5009754,1,1,0,0,561.2486080160912,3,-13557.0,-586,1,1,1,0,1.4142135623730951,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5009894,1,0,0,0,424.26406871192853,1,-22134.0,365243,1,0,0,0,1.4142135623730951,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5018498,1,1,1,0,300.0,1,-18950.0,-1002,1,1,1,0,1.4142135623730951,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5018501,1,1,1,0,437.49208704787816,1,-18950.0,-1002,1,1,1,0,1.4142135623730951,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5018503,1,1,1,0,300.0,1,-18950.0,-1002,1,1,1,0,1.4142135623730951,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5021310,0,0,1,0,519.6152422706632,1,-16896.0,-248,1,0,0,0,1.4142135623730951,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5021314,0,0,1,0,519.6152422706632,1,-16896.0,-248,1,0,0,0,1.4142135623730951,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5021430,1,0,1,0,354.96478698597696,3,-18907.0,-2470,1,0,0,0,1.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5021431,1,0,1,0,354.96478698597696,3,-18907.0,-2470,1,0,0,0,1.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5021998,0,0,1,0,300.0,1,-18863.0,-1644,1,0,0,1,1.4142135623730951,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5022053,0,0,0,0,450.0,3,-12811.0,-4327,1,0,0,0,1.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5022617,0,1,1,0,450.0,1,-12022.0,-1674,1,0,0,1,1.4142135623730951,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5023781,0,0,1,0,396.8626966596886,3,-17800.0,-1086,1,0,0,0,1.4142135623730951,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5023831,1,0,1,2,335.4101966249685,1,-12135.0,-925,1,0,0,0,2.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5024071,1,0,1,0,424.26406871192853,3,-15976.0,-854,1,0,0,0,1.4142135623730951,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5024916,1,0,1,0,335.4101966249685,1,-21832.0,365243,1,0,1,0,1.4142135623730951,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5024917,1,0,1,0,437.49208704787816,1,-21832.0,365243,1,0,1,0,1.4142135623730951,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5025127,1,0,1,0,540.8326913195984,1,-11111.0,-3350,1,0,0,0,1.4142135623730951,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5029028,1,0,1,0,300.0,0,-12026.0,-4770,1,0,0,0,1.4142135623730951,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5029311,1,0,1,0,335.4101966249685,1,-21876.0,365243,1,0,1,1,1.4142135623730951,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5033453,1,0,0,0,367.4234614174767,3,-10749.0,-2394,1,0,0,0,1.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5033514,1,1,0,1,367.4234614174767,1,-15952.0,-384,1,1,0,0,1.7320508075688772,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5033916,0,0,1,0,424.26406871192853,1,-13015.0,-3647,1,0,0,0,1.4142135623730951,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5036469,0,1,0,0,335.4101966249685,1,-20333.0,-1546,1,0,0,0,1.4142135623730951,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5036590,0,1,1,0,540.8326913195984,3,-21055.0,-808,1,0,0,0,1.4142135623730951,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5036660,1,1,1,0,276.5863337187866,1,-23835.0,365243,1,0,0,0,1.4142135623730951,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5036795,0,1,1,0,463.7887450122092,1,-19175.0,-1285,1,0,1,0,1.4142135623730951,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5042064,1,1,0,2,519.6152422706632,3,-16053.0,-7369,1,1,1,0,2.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5045888,1,0,1,0,474.3416490252569,1,-23286.0,365243,1,0,0,0,1.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5045894,1,0,1,0,474.3416490252569,1,-23286.0,365243,1,0,0,0,1.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5045895,1,0,1,0,474.3416490252569,1,-23286.0,365243,1,0,0,0,1.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5046324,1,0,1,1,396.8626966596886,1,-15466.0,-2269,1,0,1,0,1.7320508075688772,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5046328,1,0,1,1,396.8626966596886,1,-15466.0,-2269,1,0,1,0,1.7320508075688772,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5047662,1,0,1,1,259.8076211353316,1,-18880.0,-4114,1,0,0,0,1.7320508075688772,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5048300,0,1,0,1,424.26406871192853,1,-11091.0,-1161,1,0,0,0,1.7320508075688772,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5048301,0,1,0,1,424.26406871192853,1,-11091.0,-1161,1,0,0,0,1.7320508075688772,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5050603,0,0,0,0,396.8626966596886,1,-18327.0,-7288,1,1,0,0,1.4142135623730951,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5050606,0,0,0,0,396.8626966596886,1,-18327.0,-7288,1,1,0,0,1.4142135623730951,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5050671,0,0,0,0,413.52146256270663,2,-11610.0,-166,1,1,1,0,1.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5051160,0,1,0,1,367.4234614174767,1,-9594.0,-866,1,0,0,0,1.7320508075688772,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5051161,0,1,0,1,367.4234614174767,1,-9594.0,-866,1,0,0,0,1.7320508075688772,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5052659,1,0,1,0,321.71415884290826,1,-10396.0,-564,1,0,0,1,1.4142135623730951,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5052661,1,0,1,0,321.71415884290826,1,-10396.0,-564,1,0,0,1,1.4142135623730951,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5052877,0,1,1,0,474.3416490252569,1,-17915.0,-3366,1,0,0,0,1.4142135623730951,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5052879,0,1,1,0,474.3416490252569,1,-17915.0,-3366,1,0,0,0,1.4142135623730951,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5052882,0,1,1,0,474.3416490252569,1,-17915.0,-3366,1,0,0,0,1.4142135623730951,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5053254,1,1,1,0,424.26406871192853,1,-18667.0,-2150,1,1,0,0,1.4142135623730951,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5054063,0,0,0,1,396.8626966596886,1,-16424.0,-1458,1,0,0,0,1.7320508075688772,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5054068,0,0,0,1,396.8626966596886,1,-16424.0,-1458,1,0,0,0,1.0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5054524,1,0,0,2,424.26406871192853,1,-16611.0,-8369,1,0,0,0,2.0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5054525,1,0,0,2,424.26406871192853,1,-16611.0,-8369,1,0,0,0,2.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5058345,1,0,1,0,314.6426544510455,3,-24611.0,365243,1,0,0,0,1.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5058348,1,0,1,0,437.49208704787816,3,-24611.0,365243,1,0,0,0,1.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5058350,0,0,1,0,314.6426544510455,3,-24611.0,365243,1,0,0,0,1.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5058352,1,0,1,0,314.6426544510455,3,-24611.0,365243,1,0,0,0,1.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5061360,0,0,1,0,255.44079548889601,3,-20872.0,365243,1,0,0,0,1.4142135623730951,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5061396,0,0,1,0,270.0,0,-23423.0,365243,1,0,0,0,1.4142135623730951,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5061636,1,0,1,0,474.3416490252569,1,-21664.0,365243,1,0,1,0,1.4142135623730951,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5061691,1,0,1,1,259.8076211353316,3,-9122.0,-1567,1,0,0,1,1.7320508075688772,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5062136,0,0,0,1,424.26406871192853,1,-12947.0,-137,1,0,0,0,1.4142135623730951,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5062137,0,0,1,1,437.49208704787816,1,-12947.0,-137,1,0,0,0,1.4142135623730951,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5065348,1,1,1,0,450.0,3,-15160.0,-3974,1,0,0,0,1.4142135623730951,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5065462,1,0,0,0,396.8626966596886,1,-19004.0,-1570,1,0,0,0,1.4142135623730951,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5065518,1,1,0,1,450.0,3,-9510.0,-2878,1,0,0,0,1.7320508075688772,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5068389,1,1,1,1,519.6152422706632,3,-14052.0,-140,1,0,1,0,1.4142135623730951,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
